network_order;average_v-1_a0;average_v0_a-1;average_v0_a0;average_v0_a1;average_v1_a0;bitwise_and;bitwise_or
(a);4.32710;4.32710;4.32710;inf;nan;4.32710;4.32710
(b);4.92784;4.92784;4.92784;inf;nan;4.92784;4.92784
(c);4.95918;4.95918;4.95918;inf;nan;4.95918;4.95918
(d);5.07368;5.07368;5.07368;inf;nan;5.07368;5.07368
(e);5.16854;5.16854;5.16854;inf;nan;5.16854;5.16854
(a)>(b);4.50893;4.50893;4.50893;4.59375;5.15476;4.63542;4.50893
(a)>(c);4.35897;4.35897;4.35897;5.04545;5.17442;5.06818;4.35897
(a)>(d);4.40541;4.40541;4.40541;5.15556;5.23529;5.17778;4.40541
(a)>(e);4.07826;4.07826;4.07826;5.63415;5.87013;5.64634;4.07826
(b)>(c);4.35593;4.35593;4.35593;5.56790;5.38272;5.58025;4.35593
(b)>(d);4.71296;4.71296;4.71296;5.11364;5.73077;5.14773;4.71296
(b)>(e);4.44037;4.44037;4.44037;5.51852;6.02740;5.56790;4.44037
(c)>(d);4.53571;4.53571;4.53571;5.47619;5.72152;5.50000;4.53571
(c)>(e);4.27586;4.27586;4.27586;6.23288;6.50000;6.23288;4.27586
(d)>(e);4.93000;4.93000;4.93000;5.70000;5.80519;5.71250;4.93000
(a)>(b)>(c);4.21094;4.70213;4.45000;4.49515;5.21687;5.61250;4.70213
(a)>(b)>(d);4.32787;4.57292;4.41584;4.36449;5.45679;5.22093;4.57292
(a)>(b)>(e);4.06299;4.48958;4.09346;4.05455;5.85714;5.77215;4.48958
(a)>(c)>(d);4.24390;4.63918;4.51000;4.66667;5.56250;5.81013;4.63918
(a)>(c)>(e);3.94574;4.88172;4.61224;4.73737;6.12329;6.46479;4.88172
(a)>(d)>(e);4.14167;5.02222;4.73958;4.71000;5.73077;5.77215;5.02222
(b)>(c)>(d);4.47107;4.97778;4.77660;4.68000;6.09589;5.89610;4.97778
(b)>(c)>(e);4.16535;4.65591;4.53608;4.62626;6.64706;6.66667;4.65591
(b)>(d)>(e);4.37288;4.70968;4.32673;4.34615;6.25000;5.89610;4.70968
(c)>(d)>(e);4.34167;4.81053;4.73196;4.75758;6.53623;6.68116;4.81053
(a)>(b)>(c)>(d);4.27692;4.49505;4.38679;4.44037;4.61702;6.16216;4.49505
(a)>(b)>(c)>(e);4.02985;4.48000;4.12844;4.15044;4.61290;6.88060;4.48000
(a)>(b)>(d)>(e);4.20472;4.52041;4.23585;4.34259;4.56250;6.08000;4.52041
(a)>(c)>(d)>(e);4.09302;4.74227;4.47573;4.34259;4.79787;6.73529;4.74227
(b)>(c)>(d)>(e);4.40800;4.55670;4.33981;4.34906;5.20930;6.83582;4.55670
(a)>(b)>(c)>(d)>(e);4.22523;4.38384;4.39604;4.44118;4.98864;7.09231;4.67742
